Employees.eid  Employees.ename  Employees.salary  Certified.eid  Certified.aid  
1844	eyocgzqlqt	990	1844	5438	
701	udscgvdjjm	16	701	4954	
6224	qtrezuosem	2601	6224	10810	
2705	rljypborln	2852	2705	7179	
12085	ppsnltysiw	894	12085	9444	
5825	omeybnjhqx	3871	5825	10488	
4612	egsgvpspap	2557	4612	2023	
12562	gmrejechpa	390	12562	368	
8034	ydmthfspcf	2528	8034	4697	
4298	fkcacnkfsc	1861	4298	5619	
8576	vrjxzrsxzk	2501	8576	5003	
14238	axsnwstmqr	84	14238	10437	
840	zvdgcbsfdl	4545	840	7819	
12128	lwxhfwzhhk	4638	12128	2010	
6235	hlkifmggex	3759	6235	6425	
12556	qzwtvmexoa	2607	12556	4455	
12556	qzwtvmexoa	2607	12556	6200	
14514	lddgirvjiy	1684	14514	7652	
13301	xtlacuxsgf	4314	13301	2020	
13539	fiuujnfcox	1852	13539	6985	
5700	rloorakrjv	3919	5700	4071	
4797	afgpfvahvx	3328	4797	3282	
3556	seppwadjes	2673	3556	5662	
9335	jgesifacrv	402	9335	8833	
10169	qwqfrtxghc	2440	10169	2444	
8867	ntckpmbfpo	1395	8867	10270	
6979	pcuyynxbam	1122	6979	4512	
13472	dbjtzorimt	1981	13472	232	
5021	vyzgxrhuoi	4651	5021	6359	
9937	fxzlljlehh	2303	9937	58	
4064	cgovlfjjnx	173	4064	10523	
9423	zskfjkytvz	4243	9423	1901	
8167	iolfgcxyuu	806	8167	214	
7031	zmmzzwvxat	3165	7031	801	
7252	oizdgtpkeq	1156	7252	6374	
9891	yidxjpawbc	3447	9891	2343	
6399	fuujajridn	3402	6399	7750	
12733	mwdzaahrne	2146	12733	8257	
2464	jrjcupkdii	3735	2464	2358	
1671	epfnsiedyy	316	1671	10183	
1671	epfnsiedyy	316	1671	7697	
12898	ocpdqnhyku	1243	12898	10230	
893	zhpjqulqus	2882	893	4151	
8480	ictbscgbhm	3553	8480	5130	
499	vcsrulnhvf	3402	499	7327	
9263	nmgtgesjyn	4966	9263	2606	
5232	ktkfwtsbuk	1811	5232	3388	
1319	ovclvbnnli	3249	1319	6112	
11622	tsstyevtge	2667	11622	5840	
9049	yrjemboxwk	2950	9049	552	
8514	bufsqsaflm	672	8514	3307	
3690	kstwkadowj	6	3690	4035	
11329	kqjhnoyerm	1319	11329	3721	
292	nwcfvqtacf	368	292	5359	
518	kqoigbdbte	3702	518	202	
4988	yvgmgqthnk	1583	4988	477	
1916	vmnjjbuqrh	142	1916	4290	
551	apejkqevtb	4262	551	5860	
9129	uowzyyomzs	4406	9129	8736	
6464	pxptmiizxg	2332	6464	5234	
14616	gxskdpypya	26	14616	996	
793	reoxvqprzk	2874	793	1748	
3387	rufhyopsyx	2706	3387	592	
181	romzkaqpfs	3533	181	2448	
7183	bbndmcljus	4369	7183	1320	
10520	ngeojcmjhc	1978	10520	1374	
6209	pkdqarlnnj	4298	6209	5338	
3724	ycnkvuqiuz	3871	3724	6358	
11922	lbykcxtedp	3007	11922	8119	
3331	wqmcnsknvg	1704	3331	10832	
10835	iwzenyocpq	1241	10835	1558	
3021	hzcbjaeisi	4760	3021	8639	
12436	tceekmakba	2227	12436	9100	
8841	gqrstkyryu	4730	8841	5920	
140	uhbcunmvum	2517	140	6778	
458	lmqxroqvnx	3544	458	10235	
1118	lhtprckkro	3787	1118	7088	
9045	gtvqjdjjbw	476	9045	3160	
9246	klkotxkrik	3576	9246	6982	
6397	jxfnboqjxe	663	6397	998	
13186	ytnuneqmsp	3199	13186	8536	
2992	vqhvbdvefq	2929	2992	7129	
3997	rlmthaqwdl	1391	3997	7612	
11517	qwcxcfddlu	1063	11517	669	
5745	kbotiwwnit	4719	5745	4542	
1890	mspqytbhga	2607	1890	7903	
1362	huesfumbdq	2831	1362	5549	
9120	jddgwghmoe	3936	9120	10911	
3219	djryzvvpin	168	3219	9256	
3627	rqkbxokowy	2779	3627	6832	
11135	ntexweveyn	3261	11135	2771	
2933	ozbfozfdiz	2370	2933	6675	
996	javbtwgvgi	4828	996	4221	
996	javbtwgvgi	4828	996	5242	
7219	gatiaimksq	4251	7219	8824	
9917	cyctcfuwxe	2304	9917	473	
9173	lmrhovmvtv	557	9173	9389	
14185	kbdvlphbtf	2654	14185	8673	
10248	voqokokzck	3949	10248	5122	
13447	mbvkvhjanr	3882	13447	8351	
3177	ibxoguggiy	4514	3177	5008	
12116	jemjkesgjw	1042	12116	2215	
7196	wmtemnwsky	1631	7196	6281	
9047	kwityxkluy	1147	9047	8489	
9988	txtzeryffo	1235	9988	7264	
1951	lnhwpsnwoj	1644	1951	1796	
9072	rfdhdlmmho	1128	9072	9816	
2919	srrdevxnke	3773	2919	2916	
11117	irodzqijqy	162	11117	5729	
1096	cwtdjokqvc	3334	1096	2399	
10261	lmzeicusii	482	10261	4801	
10852	dhumsnphgm	3253	10852	3548	
6780	dnqdjfeekw	1874	6780	10265	
4820	amkqqqkhjw	3793	4820	3537	
1462	apdcfbffrx	4167	1462	2467	
955	kzdjgkbjuo	2331	955	1321	
5457	niiuzluzzf	1912	5457	1342	
6639	lmghvhfbzb	1809	6639	4314	
11492	ruzucxatpx	4489	11492	8715	
14994	lpqatphmum	1742	14994	7519	
3268	heqgiirvlm	3678	3268	5266	
9430	dqynwdfypf	756	9430	2603	
2876	uvlpjgfdaj	2706	2876	2486	
5698	pjjfbdaiik	4845	5698	5670	
5827	zqbohdpbku	4859	5827	8567	
8753	sbepkltlgw	435	8753	605	
8191	lwvkyfmgrq	3902	8191	4953	
4072	glmydjilex	4302	4072	10861	
11145	qnzyfrfrgj	2457	11145	139	
3930	pwzjbliamb	3020	3930	9348	
7430	kkguscmyhy	4863	7430	6341	
9668	grbrbkcpkk	2471	9668	8822	
10343	irqjuntzjn	3680	10343	3702	
3391	tenmqrzmng	3179	3391	10132	
14982	iubtpqntev	1494	14982	5798	
43	tfeixttkby	2443	43	4065	
2663	afvtjqjezf	3622	2663	9564	
8406	sbhxsfaohe	4403	8406	7872	
9364	jbdqbxwisa	614	9364	6564	
12291	deulxgahmj	2133	12291	1775	
11	fywoxossyn	1890	11	3770	
7633	jwxqlnpvmp	4739	7633	8262	
5941	melmorpmwu	3059	5941	2681	
638	rjmpbqmqfa	1145	638	7451	
13689	iftcfzgnlt	586	13689	8456	
6871	fbubfelkvt	1329	6871	4192	
4759	hqufntecmw	112	4759	4394	
10249	vdlozukeiw	3173	10249	8704	
8469	gioxhbhrrz	571	8469	2863	
7945	svvphbrhio	241	7945	5459	
750	naoncolnys	2679	750	1132	
5964	bjcrfhceng	4571	5964	6024	
11928	ownxzpbaxe	4428	11928	245	
8368	kxerlteqjv	3233	8368	10638	
8425	gisuncszfi	3515	8425	1435	
2284	ycjfknxvaf	1760	2284	7324	
1878	nmwfsduwjs	3881	1878	10060	
3445	vasiztxmym	4773	3445	8323	
11248	xsyuiampsh	747	11248	428	
12004	zcaqpjpnuq	4804	12004	4847	
12234	dzfzwsnvxp	2335	12234	7835	
7505	gxhwmkdzxk	1027	7505	5023	
9126	nbeiqfxkcj	4078	9126	3250	
9126	nbeiqfxkcj	4078	9126	360	
6667	ehllnqhhei	1175	6667	7123	
11050	izqqzzgndg	4110	11050	4304	
12525	jvbxaarkfw	3054	12525	10692	
8026	cfgfqfgznl	2170	8026	6889	
2371	ndtogmmhwq	1859	2371	2058	
5747	ujqffaqzzj	1029	5747	1079	
5280	yjkcuszjiz	3351	5280	6698	
5934	cwpzhobijr	2458	5934	5279	
13901	ftlxjfmudl	1506	13901	9160	
14753	tibhqxmeqa	61	14753	3394	
14189	thdnufftyw	75	14189	2576	
2504	qgyltkrdwn	4705	2504	9057	
8681	natzrkvxos	226	8681	2900	
6553	ctehknkzxv	579	6553	1843	
393	lqmvsafmgc	1812	393	4648	
10056	nskdtggnjq	4362	10056	8267	
6626	xkggbmbjir	4566	6626	7103	
12481	ekowognfrz	3096	12481	2982	
10812	alavfrxrbc	2994	10812	5364	
11603	oiqaonunve	1512	11603	9622	
1500	ahqckhcxyc	1394	1500	960	
736	gvqlovtjse	3187	736	5554	
5531	hgzlcgadrp	1344	5531	8448	
9373	yvwttudeox	3582	9373	6792	
13620	ojmobenrcl	4402	13620	6061	
2669	pufghbjtob	4555	2669	5321	
13058	cehwgntxnk	372	13058	10549	
11764	ffrscqrfns	4138	11764	2239	
9125	eyhskyumwv	516	9125	8591	
10779	lhhoaimxpt	977	10779	7704	
11740	nxpzygqyho	1919	11740	8043	
9387	lzibitxqkj	4894	9387	1938	
541	sezdcjdodw	4479	541	2679	
4501	mwbxjnsgnb	4724	4501	877	
9710	pzennsdzlz	2513	9710	3634	
1524	gevknljluu	2433	1524	7873	
7576	wvscahvtgc	1104	7576	1528	
1007	qlqttpxqhi	113	1007	7785	
11955	uwmrdnxhcj	1462	11955	4394	
7629	lrvuwrjczz	2623	7629	7042	
6529	cucigmoibi	3804	6529	4987	
1239	yhkwohzfit	371	1239	4469	
8675	wovsvaxqgz	2399	8675	2302	
883	wxgrqwqvan	3343	883	9878	
12450	nwrspkeqrd	2409	12450	298	
10821	rzkcsoezfo	557	10821	5529	
6384	hirsmizhkl	2595	6384	8885	
3327	nwyjegydjb	4805	3327	5414	
3144	tftllfqusp	3074	3144	9173	
8844	bsizvunbrh	568	8844	2096	
13060	tsvxtnmxqc	443	13060	5424	
5830	rlnrcaawdn	4555	5830	5094	
669	urhibzzajb	2513	669	10622	
14553	dkruozcvqh	4300	14553	10054	
5175	gjyzbtfmre	682	5175	10181	
6665	smtwvhhgor	3318	6665	2343	
12077	agbnatxfdl	4433	12077	6740	
12077	agbnatxfdl	4433	12077	6213	
3539	gytklauftc	135	3539	245	
8264	mputyogadx	1503	8264	4082	
13226	dsteuhqzjr	2247	13226	5349	
716	ysrvczhnel	2072	716	2305	
1688	jflfxgufae	4413	1688	354	
2276	mlbllocfhz	1051	2276	4376	
4898	lmnhbidogj	3786	4898	3291	
14164	irabppwjki	3296	14164	2657	
10573	yfxcqfejqw	1182	10573	3872	
7937	kbekjtrstc	2010	7937	2431	
548	mdadpfxcxm	4644	548	8414	
8762	bohbhianrf	1704	8762	10889	
13820	zqasybkmvv	1825	13820	2149	
7087	mjxulgelnl	2248	7087	6885	
6892	pjbrolxnia	3006	6892	977	
1660	aurmuvsegd	1032	1660	401	
8928	eecylwsmyw	1954	8928	5176	
12034	rtowkldfzq	2618	12034	8941	
14521	zeaqtqyivu	4897	14521	4202	
4529	oaohmhxuki	3195	4529	7184	
4070	xtaycybmbv	152	4070	6402	
9316	uojwxmxajh	4056	9316	1878	
10426	yckmjdzsug	3278	10426	5408	
10426	yckmjdzsug	3278	10426	9763	
12874	ssokuatwfs	2670	12874	6436	
970	xotpfluzge	25	970	936	
8433	djvixdbihm	1664	8433	609	
12550	bxuvyrhtgo	1349	12550	10255	
9077	uwrsjodmqj	3222	9077	6516	
1336	sobaoqbhjp	4074	1336	5317	
9312	kbftrlxegg	2695	9312	4971	
12748	cwfjhzhmat	342	12748	3649	
7774	oimatogrnu	4855	7774	9584	
1762	iyhlsfxtji	847	1762	3468	
6112	btiwxtpklz	456	6112	5024	
10732	adiluhpyal	1507	10732	6096	
12924	txohjtnxfq	3598	12924	3520	
13053	piypgarngi	4831	13053	498	
14946	lsclwxjoyn	961	14946	6839	
9863	zvqthyacmb	2283	9863	8421	
1838	ikmpvkjdtk	4075	1838	1306	
3057	gfhneiestf	839	3057	3337	
4330	uyvhohjysr	3	4330	5682	
12613	anyyauodmj	665	12613	4251	
13225	ksxoideqql	2254	13225	7261	
5583	ivrngiqocu	26	5583	6958	
2015	mlhiupxjhi	3090	2015	6164	
5594	jfczrcelrv	2899	5594	698	
12883	tleanrncbs	1236	12883	8935	
12570	zkfhgmyvfz	387	12570	6544	
7221	cdbvarfora	3867	7221	9655	
1634	cvazhzwhed	93	1634	1578	
984	ncjsxzvayf	3716	984	10065	
8145	xkkjmetscp	3128	8145	70	
4694	nlbuadsjxl	1470	4694	528	
12863	whgnavsumj	1812	12863	8115	
6126	fcghogxoty	295	6126	8208	
7494	rqmkcweumy	4008	7494	7774	
12105	lhodroyngu	3223	12105	345	
1498	tifzupvsqg	4268	1498	6421	
4889	hfbgsgpvvq	2227	4889	10535	
9833	xcwgaoctwg	3218	9833	2901	
8792	zaluwfzunr	4949	8792	7839	
8104	atkcaufiyg	1710	8104	5394	
11573	ifdhmtgbho	1966	11573	4432	
3185	sfvpxhhymy	2693	3185	4939	
2924	xrvyhiyzjy	362	2924	6777	
4305	adksppacxi	1605	4305	34	
3955	bpxjvhtruv	4599	3955	511	
8087	xsbykhgrbj	3722	8087	1471	
14896	nbtvkfrzdr	4059	14896	7570	
12009	cwxrpecomb	3887	12009	5745	
1783	taemqkzgro	1926	1783	10342	
11389	yphmjvigmp	1296	11389	6863	
7188	jynvkmaexu	581	7188	4912	
7908	yfagxazvec	2388	7908	2822	
6702	dbchoiicnk	2662	6702	9497	
11530	kpcszpzscu	4367	11530	8002	
13320	vteexxnuum	4088	13320	586	
13742	svhokpexxa	1253	13742	5760	
6559	jbjnewyuvu	1294	6559	3725	
2126	tmjlegjvnh	1144	2126	6942	
1996	eqwyondnjw	1627	1996	7313	
1936	vaerlnlvrw	1101	1936	1743	
535	ugbdoyitvg	3641	535	7601	
13513	jpyrygvycu	4963	13513	3457	
11604	vulwjhvhzr	3809	11604	233	
6821	frjzpkbhcm	2080	6821	7280	
7871	snpulrgaiw	4626	7871	8158	
14929	aglpvhsfck	4097	14929	9344	
14929	aglpvhsfck	4097	14929	478	
11086	fnzdenobkf	3830	11086	1207	
13590	agvkveveew	3491	13590	3594	
14927	ohnfxrswfb	1691	14927	3729	
6271	zimgrfmpdz	1685	6271	5527	
11506	zvakwgzewr	1184	11506	7135	
12773	rjvjnbaoyu	3847	12773	2297	
8645	kqynntvrao	3913	8645	9433	
5282	oovkheqajj	194	5282	4239	
64	jbdbylkznq	2987	64	2970	
475	nsdaipeipi	3727	475	1047	
13663	myysepauwu	2264	13663	4066	
4383	ikrwrkbrkx	1764	4383	939	
4052	jdgddvvcfp	2510	4052	6854	
9063	iedlbqnqjt	4272	9063	2355	
2308	ajtrvywufn	624	2308	8438	
14838	yfwrmhlxvu	202	14838	7323	
1782	kdcghhnoxu	4887	1782	5275	
11697	vlctqlrxhd	4547	11697	10137	
1495	apukemxmal	3802	1495	4199	
12233	etnupkmjdh	3754	12233	4873	
6742	fjopjsbazd	1617	6742	7192	
563	smbpbivzkv	1757	563	5719	
12848	ktletayrgt	4702	12848	3675	
7256	ntlbzratud	3591	7256	2516	
9319	hgrakaykdt	3455	9319	1280	
11914	recfyedvwu	1677	11914	3706	
6035	tksvabwrgz	4441	6035	832	
11743	rzxttomkri	2032	11743	10278	
13747	hmyfvyiyug	4398	13747	1955	
8276	patuhobyeu	3790	8276	6736	
13889	ipnaqvzsnp	2053	13889	7532	
13707	uupamyxmjn	1893	13707	1121	
2238	mcolnihmxl	1189	2238	3229	
3438	eruubppcaw	4053	3438	912	
1511	slkbivvgla	3788	1511	6506	
10469	buydxdpuzq	816	10469	2202	
10469	buydxdpuzq	816	10469	4188	
1727	iidmvbacrh	777	1727	3496	
796	hrfeumtbzq	2924	796	3956	
5945	mvybqhnkki	3825	5945	1193	
6730	qdrgaudpxh	2248	6730	759	
2062	zjjkslzaau	2913	2062	1915	
3983	hiivkqlmnm	960	3983	1659	
2783	viuiotgnoz	1732	2783	10775	
14538	aesxeahqht	4078	14538	5880	
3662	eeabqcpwiz	3977	3662	5982	
8957	jcnlujisqr	705	8957	3591	
10968	wslcmsabys	1431	10968	10968	
11935	tglzywqpao	4158	11935	424	
8625	ytfjjkeqbx	2751	8625	1098	
3588	faifvcndgd	3331	3588	8798	
2086	uambobzvtf	337	2086	5302	
8400	tafcuqxknf	1592	8400	3732	
8400	tafcuqxknf	1592	8400	6761	
5442	jaugmkygfh	925	5442	3167	
14747	hocqkvcfry	3017	14747	9878	
13709	nvuasfxfbv	3192	13709	7514	
5064	jwlfgqopqw	2733	5064	4097	
14222	simnwwbrio	3802	14222	9557	
6183	nwkugddujo	190	6183	4347	
645	zzvmhgfanh	3201	645	23	
5851	zxsnkqgthx	2815	5851	7952	
3174	xccvlplxxu	803	3174	2916	
8832	tqhsijcord	2779	8832	3861	
6693	hddbaicjsy	930	6693	9325	
11490	xzbtbautms	3068	11490	3254	
347	kprmqcizla	1636	347	127	
14798	xjcwhdffba	1728	14798	9537	
3160	nwwtennlza	136	3160	2437	
9453	crgnwbdkmn	2239	9453	7795	
11137	efdtevkgmh	3798	11137	929	
6357	rchwynhkus	2693	6357	10372	
313	flkctopztx	3372	313	6963	
1962	hqdaoynoeu	2888	1962	10633	
1804	czzuofbpqg	506	1804	6413	
8143	jpceluciwm	4294	8143	9832	
1816	lgajvgmize	3744	1816	6893	
12410	vkkmopkgir	4205	12410	2141	
549	qbzukbnqao	1310	549	5418	
10758	phzibsrotg	2229	10758	6164	
1847	rsarlhjfin	102	1847	4988	
11083	eyryfovscm	1804	11083	7251	
14011	jkadhifqba	1924	14011	7269	
2767	mlxhkumdxw	2697	2767	4278	
5750	yggyxhoncg	756	5750	368	
13676	dfwdsqwoqr	4861	13676	8355	
6747	wiirifkhkv	519	6747	5876	
12522	msmkrevmtk	3985	12522	8780	
2782	ikwgjmqgux	2904	2782	7296	
7812	ooypauxcpb	846	7812	5216	
3993	clffplcprm	1187	3993	640	
7300	lsdtwbonaz	4362	7300	8024	
2684	ubplyeoger	3883	2684	4349	
9740	eqitzruuyk	1054	9740	5827	
9958	xwcabxrywu	4904	9958	2739	
4350	osqanaetqb	2313	4350	6584	
1680	kspxhvwjib	2417	1680	4518	
12166	vlhsjfqprx	733	12166	9411	
10731	ombokxksxt	3697	10731	2765	
6980	hmxhlpfwbm	800	6980	2140	
522	oryivsjdss	1862	522	9506	
13418	dwctprelwg	391	13418	861	
6661	xbekkcpsxt	4810	6661	9899	
3504	euosmbyekh	4076	3504	9790	
9639	bzvgrmjztd	3764	9639	8077	
12847	gkogesbens	2709	12847	6756	
3695	ipemymrvyr	313	3695	4374	
2047	whvlariehc	3774	2047	1258	
5148	hoprrfhbkm	1325	5148	8333	
7421	fbbulaychy	2822	7421	6167	
2085	gzewwcxsnl	1254	2085	1099	
10377	tcirrlanho	2706	10377	6135	
8049	huqrodkoen	1967	8049	9311	
5646	mzrxeycvas	1309	5646	8082	
7362	modwwqfhrl	3298	7362	7721	
2129	vzoiicefio	1072	2129	7406	
13286	oyciuqiuqt	4144	13286	886	
10872	dcufjmlxsb	887	10872	651	
10799	twhzazemsw	344	10799	5078	
12870	nwwcxjtoqi	1888	12870	3708	
9497	gvjafzcwln	3028	9497	4189	
14245	bceybxofdy	3322	14245	9949	
6950	wyodyrsibe	981	6950	28	
2986	hiifxcwbva	3890	2986	950	
5134	zlmhbpyqqy	195	5134	7509	
5547	qtrtxcponm	2790	5547	10612	
3911	nkomiedgxb	2801	3911	9642	
3262	fyldykvgrp	3076	3262	3580	
5076	plhbymjjwo	4378	5076	1103	
930	sqbmnefvay	1861	930	4159	
7057	bwjzslikev	4719	7057	9916	
12434	oebpjqugrt	973	12434	3717	
8515	geamtydhhv	1924	8515	3194	
1880	blyxfzlnyt	4905	1880	6489	
14461	xfhonhodrc	1708	14461	7755	
9770	ykwuamheyl	1451	9770	4979	
9869	yqlwxoujdy	907	9869	4917	
11710	uzplkkxzzj	4875	11710	3675	
1572	ucjpbxsnpu	4786	1572	6669	
10700	dimrbgbzze	874	10700	8589	
5417	duaewbqkyv	1117	5417	10155	
6340	pdzmunkfyj	1202	6340	6642	
10805	hjfxiaftqa	2813	10805	4325	
13344	rogdfvrudb	3864	13344	3687	
3546	ghkckuaqax	3783	3546	4020	
7718	jwlaugtuko	3001	7718	8614	
7241	cvjqqqravh	302	7241	6685	
11997	kadbblwmzr	2597	11997	9181	
470	rqonkajozi	1287	470	3687	
1157	jfdlkhdyro	2958	1157	7390	
12535	cvbnkolihq	145	12535	6625	
8657	xniaqdxpwu	1095	8657	3157	
5389	xxzhantpxn	2823	5389	5118	
7066	lpquyrvdeb	774	7066	9027	
5207	zltrwanipq	1292	5207	3250	
8214	hzzjefjlet	3536	8214	3586	
8214	hzzjefjlet	3536	8214	8142	
11404	uqylflusum	2637	11404	2541	
9511	eypbmletnx	284	9511	1656	
7206	hrehprtjdh	816	7206	4746	
7206	hrehprtjdh	816	7206	5703	
4974	kaspzbnqhi	3953	4974	10674	
4974	kaspzbnqhi	3953	4974	1875	
11003	npvmypjfor	811	11003	9202	
4925	jluszetteq	4745	4925	2385	
10597	gomfrrzocb	1676	10597	2117	
1744	jcimpvcwwo	4223	1744	8452	
2781	igokxiuaap	343	2781	4155	
10174	btcdtcwxxd	485	10174	6584	
6890	tcrjeweozu	300	6890	3579	
7172	jwkdfhtmhd	3795	7172	6857	
10354	qlwjfwczmm	4681	10354	4108	
12673	akfdpsyfsp	1802	12673	7018	
5743	jmkpgfodjy	4768	5743	4817	
5743	jmkpgfodjy	4768	5743	5065	
8741	ddupxfkugg	2810	8741	6555	
12782	likahkycxq	3902	12782	9485	
12131	ighwigrdhj	3143	12131	1359	
6880	gvfrxajuuh	2971	6880	1902	
3432	jncipqawnz	1517	3432	3663	
